Tipo de dato;Periodo;Total
Índice;2001M12;136,978
Índice;2001M11;136,483
Índice;2001M10;136,585
Índice;2001M09;136,726
Índice;2001M08;136,745
Índice;2001M07;136,415
Índice;2001M06;136,081
Índice;2001M05;135,624
Índice;2001M04;135,113
Índice;2001M03;134,415
Índice;2001M02;133,851
Índice;2001M01;133,413
Índice;2000M12;133,366
Índice;2000M11;132,906
Índice;2000M10;132,576
Índice;2000M09;132,238
Índice;2000M08;131,897
Índice;2000M07;131,346
Índice;2000M06;130,553
Índice;2000M05;130,159
Índice;2000M04;129,943
Índice;2000M03;129,405
Índice;2000M02;128,894
Índice;2000M01;128,712
Índice;1999M12;128,29
Índice;1999M11;127,714
Índice;1999M10;127,509
Índice;1999M09;127,557
Índice;1999M08;127,312
Índice;1999M07;126,772
Índice;1999M06;126,225
Índice;1999M05;126,198
Índice;1999M04;126,202
Índice;1999M03;125,737
Índice;1999M02;125,185
Índice;1999M01;125,111
Índice;1998M12;124,653
Índice;1998M11;124,309
Índice;1998M10;124,421
Índice;1998M09;124,41
Índice;1998M08;124,318
Índice;1998M07;123,986
Índice;1998M06;123,53
Índice;1998M05;123,45
Índice;1998M04;123,289
Índice;1998M03;122,984
Índice;1998M02;122,927
Índice;1998M01;123,215
Índice;1997M12;122,925
Índice;1997M11;122,599
Índice;1997M10;122,356
Índice;1997M09;122,401
Índice;1997M08;121,798
Índice;1997M07;121,263
Índice;1997M06;121,041
Índice;1997M05;121,045
Índice;1997M04;120,869
Índice;1997M03;120,825
Índice;1997M02;120,765
Índice;1997M01;120,847
Índice;1996M12;120,497
Índice;1996M11;120,141
Índice;1996M10;120,134
Índice;1996M09;119,97
Índice;1996M08;119,678
Índice;1996M07;119,34
Índice;1996M06;119,181
Índice;1996M05;119,281
Índice;1996M04;118,871
Índice;1996M03;118,2
Índice;1996M02;117,782
Índice;1996M01;117,462
Índice;1995M12;116,748
Índice;1995M11;116,372
Índice;1995M10;116,064
Índice;1995M09;115,848
Índice;1995M08;115,394
Índice;1995M07;115,069
Índice;1995M06;115,051
Índice;1995M05;114,942
Índice;1995M04;114,896
Índice;1995M03;114,29
Índice;1995M02;113,628
Índice;1995M01;113,074
Índice;1994M12;111,914
Índice;1994M11;111,422
Índice;1994M10;111,229
Índice;1994M09;110,988
Índice;1994M08;110,651
Índice;1994M07;109,941
Índice;1994M06;109,512
Índice;1994M05;109,394
Índice;1994M04;109,171
Índice;1994M03;108,743
Índice;1994M02;108,385
Índice;1994M01;108,346
Índice;1993M12;107,262
Índice;1993M11;106,755
Índice;1993M10;106,576
Índice;1993M09;106,18
Índice;1993M08;105,583
Índice;1993M07;104,955
Índice;1993M06;104,581
Índice;1993M05;104,322
Índice;1993M04;104,035
Índice;1993M03;103,581
Índice;1993M02;103,218
Índice;1993M01;103,185
Índice;1992M12;102,227
Índice;1992M11;101,921
Índice;1992M10;101,856
Índice;1992M09;101,795
Índice;1992M08;100,962
Índice;1992M07;100,05
Índice;1992M06;99,726
Índice;1992M05;99,745
Índice;1992M04;99,485
Índice;1992M03;99,592
Índice;1992M02;99,233
Índice;1992M01;98,576
Índice;1991M12;97,038
Índice;1991M11;96,985
Índice;1991M10;96,838
Índice;1991M09;96,233
Índice;1991M08;95,453
Índice;1991M07;95,1
Índice;1991M06;93,934
Índice;1991M05;93,664
Índice;1991M04;93,399
Índice;1991M03;93,197
Índice;1991M02;92,895
Índice;1991M01;93,025
Índice;1990M12;91,955
Índice;1990M11;91,729
Índice;1990M10;91,821
Índice;1990M09;91,013
Índice;1990M08;90,065
Índice;1990M07;89,672
Índice;1990M06;88,483
Índice;1990M05;88,211
Índice;1990M04;88,218
Índice;1990M03;88,018
Índice;1990M02;87,697
Índice;1990M01;87,144
Índice;1989M12;86,304
Índice;1989M11;85,969
Índice;1989M10;85,83
Índice;1989M09;85,485
Índice;1989M08;84,59
Índice;1989M07;84,396
Índice;1989M06;83,048
Índice;1989M05;82,598
Índice;1989M04;82,481
Índice;1989M03;82,26
Índice;1989M02;81,738
Índice;1989M01;81,68
Índice;1988M12;80,742
Índice;1988M11;80,105
Índice;1988M10;80,15
Índice;1988M09;80,06
Índice;1988M08;79,363
Índice;1988M07;78,586
Índice;1988M06;77,562
Índice;1988M05;77,262
Índice;1988M04;77,266
Índice;1988M03;77,536
Índice;1988M02;76,978
Índice;1988M01;76,768
Índice;1987M12;76,284
Índice;1987M11;76,012
Índice;1987M10;76,187
Índice;1987M09;75,737
Índice;1987M08;75,045
Índice;1987M07;75,078
Índice;1987M06;74,325
Índice;1987M05;74,307
Índice;1987M04;74,399
Índice;1987M03;74,231
Índice;1987M02;73,802
Índice;1987M01;73,489
Índice;1986M12;72,93
Índice;1986M11;72,62
Índice;1986M10;72,787
Índice;1986M09;72,516
Índice;1986M08;71,773
Índice;1986M07;71,57
Índice;1986M06;70,862
Índice;1986M05;70,217
Índice;1986M04;70,022
Índice;1986M03;69,852
Índice;1986M02;69,617
Índice;1986M01;69,308
Índice;1985M12;67,371
Índice;1985M11;67,093
Índice;1985M10;66,58
Índice;1985M09;66,239
Índice;1985M08;65,52
Índice;1985M07;65,422
Índice;1985M06;65,052
Índice;1985M05;65,163
Índice;1985M04;64,959
Índice;1985M03;64,296
Índice;1985M02;63,898
Índice;1985M01;63,438
Índice;1984M12;62,278
Índice;1984M11;61,859
Índice;1984M10;61,543
Índice;1984M09;61,174
Índice;1984M08;61,05
Índice;1984M07;60,629
Índice;1984M06;59,712
Índice;1984M05;59,292
Índice;1984M04;58,973
Índice;1984M03;58,696
Índice;1984M02;58,227
Índice;1984M01;58,007
Índice;1983M12;57,122
Índice;1983M11;56,249
Índice;1983M10;55,682
Índice;1983M09;54,937
Índice;1983M08;54,501
Índice;1983M07;53,779
Índice;1983M06;53,588
Índice;1983M05;53,276
Índice;1983M04;53,056
Índice;1983M03;52,337
Índice;1983M02;52,021
Índice;1983M01;51,761
Índice;1982M12;50,901
Índice;1982M11;49,793
Índice;1982M10;49,631
Índice;1982M09;49,139
Índice;1982M08;49,082
Índice;1982M07;48,744
Índice;1982M06;48,126
Índice;1982M05;47,668
Índice;1982M04;46,988
Índice;1982M03;46,378
Índice;1982M02;45,927
Índice;1982M01;45,572
Índice;1981M12;44,647
Índice;1981M11;43,981
Índice;1981M10;43,603
Índice;1981M09;43,118
Índice;1981M08;42,778
Índice;1981M07;42,263
Índice;1981M06;41,451
Índice;1981M05;41,415
Índice;1981M04;41,223
Índice;1981M03;40,817
Índice;1981M02;40,02
Índice;1981M01;39,818
Índice;1980M12;39,025
Índice;1980M11;38,487
Índice;1980M10;38,098
Índice;1980M09;37,795
Índice;1980M08;37,397
Índice;1980M07;36,964
Índice;1980M06;36,449
Índice;1980M05;35,892
Índice;1980M04;35,645
Índice;1980M03;35,304
Índice;1980M02;35,115
Índice;1980M01;34,804
Índice;1979M12;33,872
Índice;1979M11;33,385
Índice;1979M10;33,305
Índice;1979M09;32,864
Índice;1979M08;32,437
Índice;1979M07;32,121
Índice;1979M06;31,442
Índice;1979M05;31,167
Índice;1979M04;30,807
Índice;1979M03;30,349
Índice;1979M02;30,037
Índice;1979M01;29,806
Índice;1978M12;29,303
Índice;1978M11;28,911
Índice;1978M10;28,785
Índice;1978M09;28,524
Índice;1978M08;28,291
Índice;1978M07;27,806
Índice;1978M06;27,216
Índice;1978M05;26,944
Índice;1978M04;26,677
Índice;1978M03;26,127
Índice;1978M02;25,796
Índice;1978M01;25,545
Índice;1977M12;25,144
Índice;1977M11;24,947
Índice;1977M10;24,747
Índice;1977M09;24,368
Índice;1977M08;24,033
Índice;1977M07;23,278
Índice;1977M06;22,539
Índice;1977M05;21,926
Índice;1977M04;21,736
Índice;1977M03;21,348
Índice;1977M02;20,849
Índice;1977M01;20,542
Índice;1976M12;19,894
Índice;1976M11;19,69
Índice;1976M10;19,329
Índice;1976M09;19,065
Índice;1976M08;18,713
Índice;1976M07;18,556
Índice;1976M06;18,442
Índice;1976M05;18,556
Índice;1976M04;17,743
Índice;1976M03;17,391
Índice;1976M02;16,997
Índice;1976M01;16,807
Índice;1975M12;16,61
Índice;1975M11;16,347
Índice;1975M10;16,241
Índice;1975M09;16,241
Índice;1975M08;15,987
Índice;1975M07;15,74
Índice;1975M06;15,494
Índice;1975M05;15,452
Índice;1975M04;15,264
Índice;1975M03;15
Índice;1975M02;14,903
Índice;1975M01;14,762
Índice;1974M12;14,558
Índice;1974M11;14,361
Índice;1974M10;13,975
Índice;1974M09;13,828
Índice;1974M08;13,614
Índice;1974M07;13,393
Índice;1974M06;13,236
Índice;1974M05;13,179
Índice;1974M04;13,015
Índice;1974M03;12,736
Índice;1974M02;12,465
Índice;1974M01;12,423
Índice;1973M12;12,35
Índice;1973M11;12,217
Índice;1973M10;12,202
Índice;1973M09;12,012
Índice;1973M08;11,808
Índice;1973M07;11,617
Índice;1973M06;11,494
Índice;1973M05;11,322
Índice;1973M04;11,158
Índice;1973M03;11,002
Índice;1973M02;10,912
Índice;1973M01;10,895
Índice;1972M12;10,814
Índice;1972M11;10,731
Índice;1972M10;10,714
Índice;1972M09;10,641
Índice;1972M08;10,493
Índice;1972M07;10,386
Índice;1972M06;10,246
Índice;1972M05;10,222
Índice;1972M04;10,172
Índice;1972M03;10,172
Índice;1972M02;10,074
Índice;1972M01;10,082
Índice;1971M12;10,074
Índice;1971M11;9,944
Índice;1971M10;9,811
Índice;1971M09;9,704
Índice;1971M08;9,59
Índice;1971M07;9,573
Índice;1971M06;9,573
Índice;1971M05;9,533
Índice;1971M04;9,475
Índice;1971M03;9,376
Índice;1971M02;9,278
Índice;1971M01;9,285
Índice;1970M12;9,188
Índice;1970M11;9,162
Índice;1970M10;9,138
Índice;1970M09;9,048
Índice;1970M08;9,007
Índice;1970M07;8,867
Índice;1970M06;8,703
Índice;1970M05;8,67
Índice;1970M04;8,727
Índice;1970M03;8,679
Índice;1970M02;8,613
Índice;1970M01;8,646
Índice;1969M12;8,605
Índice;1969M11;8,515
Índice;1969M10;8,44
Índice;1969M09;8,408
Índice;1969M08;8,392
Índice;1969M07;8,366
Índice;1969M06;8,301
Índice;1969M05;8,399
Índice;1969M04;8,399
Índice;1969M03;8,301
Índice;1969M02;8,251
Índice;1969M01;8,301
Índice;1968M12;8,32
Índice;1968M11;8,265
Índice;1968M10;8,211
Índice;1968M09;8,185
Índice;1968M08;8,198
Índice;1968M07;8,193
Índice;1968M06;8,261
Índice;1968M05;8,238
Índice;1968M04;8,265
Índice;1968M03;8,193
Índice;1968M02;8,11
Índice;1968M01;8,11
Índice;1967M12;8,087
Índice;1967M11;8,087
Índice;1967M10;7,922
Índice;1967M09;7,89
Índice;1967M08;7,868
Índice;1967M07;7,755
Índice;1967M06;7,75
Índice;1967M05;7,818
Índice;1967M04;7,791
Índice;1967M03;7,684
Índice;1967M02;7,652
Índice;1967M01;7,593
Índice;1966M12;7,589
Índice;1966M11;7,54
Índice;1966M10;7,411
Índice;1966M09;7,366
Índice;1966M08;7,389
Índice;1966M07;7,376
Índice;1966M06;7,38
Índice;1966M05;7,366
Índice;1966M04;7,26
Índice;1966M03;7,191
Índice;1966M02;7,191
Índice;1966M01;7,197
Índice;1965M12;7,21
Índice;1965M11;7,169
Índice;1965M10;7,018
Índice;1965M09;6,981
Índice;1965M08;6,915
Índice;1965M07;6,88
Índice;1965M06;6,871
Índice;1965M05;6,902
Índice;1965M04;6,874
Índice;1965M03;6,824
Índice;1965M02;6,771
Índice;1965M01;6,657
Índice;1964M12;6,592
Índice;1964M11;6,516
Índice;1964M10;6,369
Índice;1964M09;6,266
Índice;1964M08;6,205
Índice;1964M07;6,109
Índice;1964M06;5,98
Índice;1964M05;5,901
Índice;1964M04;5,886
Índice;1964M03;5,864
Índice;1964M02;5,846
Índice;1964M01;5,842
Índice;1963M12;5,851
Índice;1963M11;5,829
Índice;1963M10;5,757
Índice;1963M09;5,741
Índice;1963M08;5,754
Índice;1963M07;5,695
Índice;1963M06;5,635
Índice;1963M05;5,741
Índice;1963M04;5,709
Índice;1963M03;5,713
Índice;1963M02;5,604
Índice;1963M01;5,56
Índice;1962M12;5,547
Índice;1962M11;5,477
Índice;1962M10;5,34
Índice;1962M09;5,289
Índice;1962M08;5,257
Índice;1962M07;5,27
Índice;1962M06;5,27
Índice;1962M05;5,243
Índice;1962M04;5,177
Índice;1962M03;5,105
Índice;1962M02;5,061
Índice;1962M01;5,038
Índice;1961M12;5,047
Índice;1961M11;5,038
Índice;1961M10;4,961
Índice;1961M09;4,942
Índice;1961M08;4,938
Índice;1961M07;4,93
Índice;1961M06;4,93
Índice;1961M05;4,957
Índice;1961M04;4,97
Índice;1961M03;4,957
Índice;1961M02;4,979
Índice;1961M01;5,02
Variación mensual;2001M12;0,4
Variación mensual;2001M11;-0,1
Variación mensual;2001M10;-0,1
Variación mensual;2001M09;0
Variación mensual;2001M08;0,2
Variación mensual;2001M07;0,2
Variación mensual;2001M06;0,3
Variación mensual;2001M05;0,4
Variación mensual;2001M04;0,5
Variación mensual;2001M03;0,4
Variación mensual;2001M02;0,3
Variación mensual;2001M01;0
Variación mensual;2000M12;0,3
Variación mensual;2000M11;0,2
Variación mensual;2000M10;0,3
Variación mensual;2000M09;0,3
Variación mensual;2000M08;0,4
Variación mensual;2000M07;0,6
Variación mensual;2000M06;0,3
Variación mensual;2000M05;0,2
Variación mensual;2000M04;0,4
Variación mensual;2000M03;0,4
Variación mensual;2000M02;0,1
Variación mensual;2000M01;0,3
Variación mensual;1999M12;0,5
Variación mensual;1999M11;0,2
Variación mensual;1999M10;0
Variación mensual;1999M09;0,2
Variación mensual;1999M08;0,4
Variación mensual;1999M07;0,4
Variación mensual;1999M06;0
Variación mensual;1999M05;0
Variación mensual;1999M04;0,4
Variación mensual;1999M03;0,4
Variación mensual;1999M02;0,1
Variación mensual;1999M01;0,4
Variación mensual;1998M12;0,3
Variación mensual;1998M11;-0,1
Variación mensual;1998M10;0
Variación mensual;1998M09;0,1
Variación mensual;1998M08;0,3
Variación mensual;1998M07;0,4
Variación mensual;1998M06;0,1
Variación mensual;1998M05;0,1
Variación mensual;1998M04;0,2
Variación mensual;1998M03;0
Variación mensual;1998M02;-0,2
Variación mensual;1998M01;0,2
Variación mensual;1997M12;0,3
Variación mensual;1997M11;0,2
Variación mensual;1997M10;0
Variación mensual;1997M09;0,5
Variación mensual;1997M08;0,4
Variación mensual;1997M07;0,2
Variación mensual;1997M06;0
Variación mensual;1997M05;0,1
Variación mensual;1997M04;0
Variación mensual;1997M03;0
Variación mensual;1997M02;-0,1
Variación mensual;1997M01;0,3
Variación mensual;1996M12;0,3
Variación mensual;1996M11;0
Variación mensual;1996M10;0,1
Variación mensual;1996M09;0,2
Variación mensual;1996M08;0,3
Variación mensual;1996M07;0,1
Variación mensual;1996M06;-0,1
Variación mensual;1996M05;0,3
Variación mensual;1996M04;0,6
Variación mensual;1996M03;0,4
Variación mensual;1996M02;0,3
Variación mensual;1996M01;0,6
Variación mensual;1995M12;0,3
Variación mensual;1995M11;0,3
Variación mensual;1995M10;0,2
Variación mensual;1995M09;0,4
Variación mensual;1995M08;0,3
Variación mensual;1995M07;0
Variación mensual;1995M06;0,1
Variación mensual;1995M05;0
Variación mensual;1995M04;0,5
Variación mensual;1995M03;0,6
Variación mensual;1995M02;0,5
Variación mensual;1995M01;1
Variación mensual;1994M12;0,4
Variación mensual;1994M11;0,2
Variación mensual;1994M10;0,2
Variación mensual;1994M09;0,3
Variación mensual;1994M08;0,6
Variación mensual;1994M07;0,4
Variación mensual;1994M06;0,1
Variación mensual;1994M05;0,2
Variación mensual;1994M04;0,4
Variación mensual;1994M03;0,3
Variación mensual;1994M02;0
Variación mensual;1994M01;1
Variación mensual;1993M12;0,5
Variación mensual;1993M11;0,2
Variación mensual;1993M10;0,4
Variación mensual;1993M09;0,6
Variación mensual;1993M08;0,6
Variación mensual;1993M07;0,4
Variación mensual;1993M06;0,2
Variación mensual;1993M05;0,3
Variación mensual;1993M04;0,4
Variación mensual;1993M03;0,4
Variación mensual;1993M02;0
Variación mensual;1993M01;0,9
Variación mensual;1992M12;0,3
Variación mensual;1992M11;0,1
Variación mensual;1992M10;0,1
Variación mensual;1992M09;0,8
Variación mensual;1992M08;0,9
Variación mensual;1992M07;0,3
Variación mensual;1992M06;0
Variación mensual;1992M05;0,3
Variación mensual;1992M04;-0,1
Variación mensual;1992M03;0,4
Variación mensual;1992M02;0,7
Variación mensual;1992M01;1,6
Variación mensual;1991M12;0,1
Variación mensual;1991M11;0,2
Variación mensual;1991M10;0,6
Variación mensual;1991M09;0,8
Variación mensual;1991M08;0,4
Variación mensual;1991M07;1,2
Variación mensual;1991M06;0,3
Variación mensual;1991M05;0,3
Variación mensual;1991M04;0,2
Variación mensual;1991M03;0,3
Variación mensual;1991M02;-0,1
Variación mensual;1991M01;1,2
Variación mensual;1990M12;0,2
Variación mensual;1990M11;-0,1
Variación mensual;1990M10;0,9
Variación mensual;1990M09;1,1
Variación mensual;1990M08;0,4
Variación mensual;1990M07;1,3
Variación mensual;1990M06;0,3
Variación mensual;1990M05;0
Variación mensual;1990M04;0,2
Variación mensual;1990M03;0,4
Variación mensual;1990M02;0,6
Variación mensual;1990M01;1
Variación mensual;1989M12;0,4
Variación mensual;1989M11;0,2
Variación mensual;1989M10;0,4
Variación mensual;1989M09;1,1
Variación mensual;1989M08;0,2
Variación mensual;1989M07;1,6
Variación mensual;1989M06;0,5
Variación mensual;1989M05;0,1
Variación mensual;1989M04;0,3
Variación mensual;1989M03;0,6
Variación mensual;1989M02;0,1
Variación mensual;1989M01;1,2
Variación mensual;1988M12;0,8
Variación mensual;1988M11;-0,1
Variación mensual;1988M10;0,1
Variación mensual;1988M09;0,9
Variación mensual;1988M08;1
Variación mensual;1988M07;1,3
Variación mensual;1988M06;0,4
Variación mensual;1988M05;0
Variación mensual;1988M04;-0,3
Variación mensual;1988M03;0,7
Variación mensual;1988M02;0,3
Variación mensual;1988M01;0,6
Variación mensual;1987M12;0,4
Variación mensual;1987M11;-0,2
Variación mensual;1987M10;0,6
Variación mensual;1987M09;0,9
Variación mensual;1987M08;0
Variación mensual;1987M07;1
Variación mensual;1987M06;0
Variación mensual;1987M05;-0,1
Variación mensual;1987M04;0,2
Variación mensual;1987M03;0,6
Variación mensual;1987M02;0,4
Variación mensual;1987M01;0,8
Variación mensual;1986M12;0,4
Variación mensual;1986M11;-0,2
Variación mensual;1986M10;0,4
Variación mensual;1986M09;1
Variación mensual;1986M08;0,3
Variación mensual;1986M07;1
Variación mensual;1986M06;0,9
Variación mensual;1986M05;0,3
Variación mensual;1986M04;0,2
Variación mensual;1986M03;0,3
Variación mensual;1986M02;0,4
Variación mensual;1986M01;2,9
Variación mensual;1985M12;0,4
Variación mensual;1985M11;0,8
Variación mensual;1985M10;0,5
Variación mensual;1985M09;1,1
Variación mensual;1985M08;0,1
Variación mensual;1985M07;0,6
Variación mensual;1985M06;-0,2
Variación mensual;1985M05;0,3
Variación mensual;1985M04;1
Variación mensual;1985M03;0,6
Variación mensual;1985M02;0,7
Variación mensual;1985M01;1,9
Variación mensual;1984M12;0,7
Variación mensual;1984M11;0,5
Variación mensual;1984M10;0,6
Variación mensual;1984M09;0,2
Variación mensual;1984M08;0,7
Variación mensual;1984M07;1,5
Variación mensual;1984M06;0,7
Variación mensual;1984M05;0,5
Variación mensual;1984M04;0,5
Variación mensual;1984M03;0,8
Variación mensual;1984M02;0,4
Variación mensual;1984M01;1,5
Variación mensual;1983M12;1,6
Variación mensual;1983M11;1
Variación mensual;1983M10;1,4
Variación mensual;1983M09;0,8
Variación mensual;1983M08;1,3
Variación mensual;1983M07;0,4
Variación mensual;1983M06;0,6
Variación mensual;1983M05;0,4
Variación mensual;1983M04;1,4
Variación mensual;1983M03;0,6
Variación mensual;1983M02;0,5
Variación mensual;1983M01;1,7
Variación mensual;1982M12;2,2
Variación mensual;1982M11;0,3
Variación mensual;1982M10;1
Variación mensual;1982M09;0,1
Variación mensual;1982M08;0,7
Variación mensual;1982M07;1,3
Variación mensual;1982M06;1
Variación mensual;1982M05;1,4
Variación mensual;1982M04;1,3
Variación mensual;1982M03;1
Variación mensual;1982M02;0,8
Variación mensual;1982M01;2,1
Variación mensual;1981M12;1,5
Variación mensual;1981M11;0,9
Variación mensual;1981M10;1,1
Variación mensual;1981M09;0,8
Variación mensual;1981M08;1,2
Variación mensual;1981M07;2
Variación mensual;1981M06;0,1
Variación mensual;1981M05;0,5
Variación mensual;1981M04;1
Variación mensual;1981M03;2
Variación mensual;1981M02;0,5
Variación mensual;1981M01;2
Variación mensual;1980M12;1,4
Variación mensual;1980M11;1
Variación mensual;1980M10;0,8
Variación mensual;1980M09;1,1
Variación mensual;1980M08;1,2
Variación mensual;1980M07;1,4
Variación mensual;1980M06;1,6
Variación mensual;1980M05;0,7
Variación mensual;1980M04;1
Variación mensual;1980M03;0,5
Variación mensual;1980M02;0,9
Variación mensual;1980M01;2,8
Variación mensual;1979M12;1,5
Variación mensual;1979M11;0,2
Variación mensual;1979M10;1,3
Variación mensual;1979M09;1,3
Variación mensual;1979M08;1
Variación mensual;1979M07;2,2
Variación mensual;1979M06;0,9
Variación mensual;1979M05;1,2
Variación mensual;1979M04;1,5
Variación mensual;1979M03;1
Variación mensual;1979M02;0,8
Variación mensual;1979M01;1,7
Variación mensual;1978M12;1,4
Variación mensual;1978M11;0,4
Variación mensual;1978M10;0,9
Variación mensual;1978M09;0,8
Variación mensual;1978M08;1,7
Variación mensual;1978M07;2,2
Variación mensual;1978M06;1
Variación mensual;1978M05;1
Variación mensual;1978M04;2,1
Variación mensual;1978M03;1,3
Variación mensual;1978M02;1
Variación mensual;1978M01;1,6
Variación mensual;1977M12;0,8
Variación mensual;1977M11;0,8
Variación mensual;1977M10;1,6
Variación mensual;1977M09;1,4
Variación mensual;1977M08;3,2
Variación mensual;1977M07;3,3
Variación mensual;1977M06;2,8
Variación mensual;1977M05;0,9
Variación mensual;1977M04;1,8
Variación mensual;1977M03;2,4
Variación mensual;1977M02;1,5
Variación mensual;1977M01;3,3
Variación mensual;1976M12;1
Variación mensual;1976M11;1,9
Variación mensual;1976M10;1,4
Variación mensual;1976M09;1,9
Variación mensual;1976M08;0,8
Variación mensual;1976M07;0,6
Variación mensual;1976M06;-0,6
Variación mensual;1976M05;4,6
Variación mensual;1976M04;2
Variación mensual;1976M03;2,3
Variación mensual;1976M02;1,1
Variación mensual;1976M01;1,2
Variación mensual;1975M12;1,6
Variación mensual;1975M11;0,7
Variación mensual;1975M10;0
Variación mensual;1975M09;1,6
Variación mensual;1975M08;1,6
Variación mensual;1975M07;1,6
Variación mensual;1975M06;0,3
Variación mensual;1975M05;1,2
Variación mensual;1975M04;1,8
Variación mensual;1975M03;0,7
Variación mensual;1975M02;1
Variación mensual;1975M01;1,4
Variación mensual;1974M12;1,4
Variación mensual;1974M11;2,8
Variación mensual;1974M10;1,1
Variación mensual;1974M09;1,6
Variación mensual;1974M08;1,7
Variación mensual;1974M07;1,2
Variación mensual;1974M06;0,4
Variación mensual;1974M05;1,3
Variación mensual;1974M04;2,2
Variación mensual;1974M03;2,2
Variación mensual;1974M02;0,3
Variación mensual;1974M01;0,6
Variación mensual;1973M12;1,1
Variación mensual;1973M11;0,1
Variación mensual;1973M10;1,6
Variación mensual;1973M09;1,7
Variación mensual;1973M08;1,6
Variación mensual;1973M07;1,1
Variación mensual;1973M06;1,5
Variación mensual;1973M05;1,5
Variación mensual;1973M04;1,4
Variación mensual;1973M03;0,8
Variación mensual;1973M02;0,2
Variación mensual;1973M01;0,7
Variación mensual;1972M12;0,8
Variación mensual;1972M11;0,2
Variación mensual;1972M10;0,7
Variación mensual;1972M09;1,4
Variación mensual;1972M08;1
Variación mensual;1972M07;1,4
Variación mensual;1972M06;0,2
Variación mensual;1972M05;0,5
Variación mensual;1972M04;0
Variación mensual;1972M03;1
Variación mensual;1972M02;-0,1
Variación mensual;1972M01;0,1
Variación mensual;1971M12;1,3
Variación mensual;1971M11;1,4
Variación mensual;1971M10;1,1
Variación mensual;1971M09;1,2
Variación mensual;1971M08;0,2
Variación mensual;1971M07;0
Variación mensual;1971M06;0,4
Variación mensual;1971M05;0,6
Variación mensual;1971M04;1,1
Variación mensual;1971M03;1,1
Variación mensual;1971M02;-0,1
Variación mensual;1971M01;1,1
Variación mensual;1970M12;0,3
Variación mensual;1970M11;0,3
Variación mensual;1970M10;1
Variación mensual;1970M09;0,5
Variación mensual;1970M08;1,6
Variación mensual;1970M07;1,9
Variación mensual;1970M06;0,4
Variación mensual;1970M05;-0,7
Variación mensual;1970M04;0,6
Variación mensual;1970M03;0,8
Variación mensual;1970M02;-0,4
Variación mensual;1970M01;0,5
Variación mensual;1969M12;1,1
Variación mensual;1969M11;0,9
Variación mensual;1969M10;0,4
Variación mensual;1969M09;0,2
Variación mensual;1969M08;0,3
Variación mensual;1969M07;0,8
Variación mensual;1969M06;-1,2
Variación mensual;1969M05;0
Variación mensual;1969M04;1,2
Variación mensual;1969M03;0,6
Variación mensual;1969M02;-0,6
Variación mensual;1969M01;-0,2
Variación mensual;1968M12;0,7
Variación mensual;1968M11;0,7
Variación mensual;1968M10;0,3
Variación mensual;1968M09;-0,2
Variación mensual;1968M08;0,1
Variación mensual;1968M07;-0,8
Variación mensual;1968M06;0,3
Variación mensual;1968M05;-0,3
Variación mensual;1968M04;0,9
Variación mensual;1968M03;1
Variación mensual;1968M02;0
Variación mensual;1968M01;0,3
Variación mensual;1967M12;0
Variación mensual;1967M11;2,1
Variación mensual;1967M10;0,4
Variación mensual;1967M09;0,3
Variación mensual;1967M08;1,5
Variación mensual;1967M07;0,1
Variación mensual;1967M06;-0,9
Variación mensual;1967M05;0,3
Variación mensual;1967M04;1,4
Variación mensual;1967M03;0,4
Variación mensual;1967M02;0,8
Variación mensual;1967M01;0,1
Variación mensual;1966M12;0,6
Variación mensual;1966M11;1,7
Variación mensual;1966M10;0,6
Variación mensual;1966M09;-0,3
Variación mensual;1966M08;0,2
Variación mensual;1966M07;-0,1
Variación mensual;1966M06;0,2
Variación mensual;1966M05;1,5
Variación mensual;1966M04;1
Variación mensual;1966M03;0
Variación mensual;1966M02;-0,1
Variación mensual;1966M01;-0,2
Variación mensual;1965M12;0,6
Variación mensual;1965M11;2,2
Variación mensual;1965M10;0,5
Variación mensual;1965M09;1
Variación mensual;1965M08;0,5
Variación mensual;1965M07;0,1
Variación mensual;1965M06;-0,4
Variación mensual;1965M05;0,4
Variación mensual;1965M04;0,7
Variación mensual;1965M03;0,8
Variación mensual;1965M02;1,7
Variación mensual;1965M01;1
Variación mensual;1964M12;1,2
Variación mensual;1964M11;2,3
Variación mensual;1964M10;1,6
Variación mensual;1964M09;1
Variación mensual;1964M08;1,6
Variación mensual;1964M07;2,2
Variación mensual;1964M06;1,3
Variación mensual;1964M05;0,3
Variación mensual;1964M04;0,4
Variación mensual;1964M03;0,3
Variación mensual;1964M02;0,1
Variación mensual;1964M01;-0,2
Variación mensual;1963M12;0,4
Variación mensual;1963M11;1,3
Variación mensual;1963M10;0,3
Variación mensual;1963M09;-0,2
Variación mensual;1963M08;1
Variación mensual;1963M07;1,1
Variación mensual;1963M06;-1,8
Variación mensual;1963M05;0,6
Variación mensual;1963M04;-0,1
Variación mensual;1963M03;1,9
Variación mensual;1963M02;0,8
Variación mensual;1963M01;0,2
Variación mensual;1962M12;1,3
Variación mensual;1962M11;2,6
Variación mensual;1962M10;1
Variación mensual;1962M09;0,6
Variación mensual;1962M08;-0,2
Variación mensual;1962M07;0
Variación mensual;1962M06;0,5
Variación mensual;1962M05;1,3
Variación mensual;1962M04;1,4
Variación mensual;1962M03;0,9
Variación mensual;1962M02;0,5
Variación mensual;1962M01;-0,2
